MACHINENAME,FACTORYNAME,PMS_MACHINEGROUPNAME,AREANAME,SUPERMACHINENAME,DESCRIPTION
A1PHT09_DV1_IN1,ARRAY,,BA1PHT03,A1PHT09_DV1,Inspection（5-14）
F1MCR04_LD1_PT1,CF,,BF1INS01,F1MCR04_LD1,port 1#
F1MCR04_LD1_PT2,CF,,BF1INS01,F1MCR04_LD1,port 2#
F1MCR04_LD1_PT3,CF,,BF1INS01,F1MCR04_LD1,port 3#
F1MCR04_LD1_PT4,CF,,BF1INS01,F1MCR04_LD1,port 4#
F1RGB01_LD4_PT2,CF,,BF1RGB01,F1RGB01_LD4,Port 2#
F1RGB01_LD4_PT1,CF,,BF1RGB01,F1RGB01_LD4,Port 1#
A1PHT07_LD1_PT1,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 1#
A1PHT07_LD1_PT2,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 2#
A1PHT07_LD1_PT3,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 3#
A1PHT07_LD1_PT4,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 4#
A1PHT07_LD1_PT5,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 5#
A1PHT07_LD1_PT6,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 6#
A1PHT07_LD1_PT7,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 7#
A1PHT07_LD1_PT8,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 8#
A1PHT07_LD1_PT9,ARRAY,,BA1PHT03,A1PHT07_LD1,Port 9#
A1PHT07_LD1_RT2,ARRAY,,BA1PHT03,A1PHT07_LD1,Robot 2#
A1PHT07_CL1_LA1,ARRAY,,BA1PHT03,A1PHT07_CL1,Glass Out
A1PHT07_CL1_UA1,ARRAY,,BA1PHT03,A1PHT07_CL1,Glass in（Li.SOR)
A1PHT07_CL1_OV1,ARRAY,,BA1PHT03,A1PHT07_CL1,AD(2-2)
A1PHT07_CL1_OV2,ARRAY,,BA1PHT03,A1PHT07_CL1,AHP(2-3)
A1PHT07_CL1_OV3,ARRAY,,BA1PHT03,A1PHT07_CL1,TS COL(2-4)
A1PHT07_CL1_OV4,ARRAY,,BA1PHT03,A1PHT07_CL1,AHP(2-5)
A1PHT07_CL1_OV5,ARRAY,,BA1PHT03,A1PHT07_CL1,AHP(2-6)
A1PCL04_CL1_PT3,ARRAY,,BA1SPT02,A1PCL04_CL1,Port 3#
A1PCL04_CL1_PT4,ARRAY,,BA1SPT02,A1PCL04_CL1,Port 4#
A1PCL04_CL1_RT1,ARRAY,,BA1SPT02,A1PCL04_CL1,Index Robot
A1PCL04_CL1_BR1,ARRAY,,BA1SPT02,A1PCL04_CL1,Detergent Brush
A1PCL04_CL1_CY1,ARRAY,,BA1SPT02,A1PCL04_CL1,EV CV
A1PCL04_CL1_AP1,ARRAY,,BA1SPT02,A1PCL04_CL1,APP
A1PCL04_CL1_CY2,ARRAY,,BA1SPT02,A1PCL04_CL1,Neutral
A1PCL04_CL1_CL1,ARRAY,,BA1SPT02,A1PCL04_CL1,SHOWER+CJ
A1PCL04_CL1_CY3,ARRAY,,BA1SPT02,A1PCL04_CL1,WET CV(1)
A1PCL04_CL1_CY4,ARRAY,,BA1SPT02,A1PCL04_CL1,WET CV(2/3)
A1PCL04_CL1_CY5,ARRAY,,BA1SPT02,A1PCL04_CL1,WET CV(4)
A1PCL04_CL1_CY6,ARRAY,,BA1SPT02,A1PCL04_CL1,MS
A1PCL04_CL1_CH1,ARRAY,,BA1SPT02,A1PCL04_CL1,DRYING Chamber
A1PCL04_CL1_CY7,ARRAY,,BA1SPT02,A1PCL04_CL1,EXIT CV
A1AOI05,ARRAY,GA1INS01,BA1DRE02,,AOI 光学检测设备5#
A1AOI05_AI1,ARRAY,,BA1DRE02,A1AOI05,AOI检测设备
A1AOI05_LD1,ARRAY,,BA1DRE02,A1AOI05,Index
A1PCL08,ARRAY,GA1PCL01,BA1INS02,,前清洗设备 8#
A1ANN04_OV1_PT3,ARRAY,,BA1INS04,A1ANN04_OV1,
A1ANN04_OV1_PT4,ARRAY,,BA1INS04,A1ANN04_OV1,
A1PHT07_DV1_BF5,ARRAY,,BA1PHT03,A1PHT07_DV1,PSTAGE(5-12)
A1PHT07_DV1_BF6,ARRAY,,BA1PHT03,A1PHT07_DV1,PSTAGE(5-13)
A1PHT07_DV1_IN1,ARRAY,,BA1PHT03,A1PHT07_DV1,Inspection（5-14）
A1PHT07_EX1_EX1,ARRAY,,BA1PHT03,A1PHT07_EX1,Exposure
C1PIL02_UD1_PT2,CELL,,BC1PIL01,C1PIL02_UD1,Out Port#2
C1PIL02_UD1_PT3,CELL,,BC1PIL01,C1PIL02_UD1,Out Port#3
C1PIL02_UD1_PT4,CELL,,BC1PIL01,C1PIL02_UD1,Out Port#4
C1PIL02_UD1_PT5,CELL,,BC1PIL01,C1PIL02_UD1,Out Port#5
C1PIL02_CL1_CL2,CELL,,BC1PIL01,C1PIL02_CL1,Entrance conveyor
C1PIL02_CL1_CL3,CELL,,BC1PIL01,C1PIL02_CL1,Neutral chamber
C1PIL02_CL1_CL4,CELL,,BC1PIL01,C1PIL02_CL1,Chemical brush chamber
C1PIL02_CL1_CL5,CELL,,BC1PIL01,C1PIL02_CL1,Washing chamber
C1PIL02_CL1_CL6,CELL,,BC1PIL01,C1PIL02_CL1,CJ+MS chamber
C1PIL02_CL1_CL7,CELL,,BC1PIL01,C1PIL02_CL1,Air knife chamber
C1PIL02_CR2_OV1,CELL,,BC1PIL01,C1PIL02_CR2,Main Cure  Furnace
DEV/TST DB-HPDP,ARRAY,GA1CIM01,BA1CIM01,DEV/TST DB,
DEV/TST DB-HPUX,ARRAY,GA1CIM01,BA1CIM01,DEV/TST DB,
DEV/TST DB-Linux,ARRAY,GA1CIM01,BA1CIM01,DEV/TST DB,
DEV/TST DB-Middle,ARRAY,GA1CIM01,BA1CIM01,DEV/TST DB,
DEV/TST DB-Oracle,ARRAY,GA1CIM01,BA1CIM01,DEV/TST DB,
DEV/TST DB-Storage,ARRAY,GA1CIM01,BA1CIM01,DEV/TST DB,
DEV/TST DB-Switch,ARRAY,GA1CIM01,BA1CIM01,DEV/TST DB,
DEV/TST DB-Windows,ARRAY,GA1CIM01,BA1CIM01,DEV/TST DB,
A1PHT08_BF1_UA1,ARRAY,,BA1PHT03,A1PHT08_BF1,Glass in(Turn)
A1PHT08_BF1_EE1,ARRAY,,BA1PHT03,A1PHT08_BF1,EE
A1PHT08_BF1_EX1,ARRAY,,BA1PHT03,A1PHT08_BF1,Exposure
A1PHT08_DV1_LA1,ARRAY,,BA1PHT03,A1PHT08_DV1,Glass Out
A1PHT08_DV1_UA1,ARRAY,,BA1PHT03,A1PHT08_DV1,Glass in
A1PHT08_DV1_OV1,ARRAY,,BA1PHT03,A1PHT08_DV1,AHP(5-2)
A1PHT08_DV1_OV2,ARRAY,,BA1PHT03,A1PHT08_DV1,AHP(5-3)
A1PHT08_DV1_OV4,ARRAY,,BA1PHT03,A1PHT08_DV1,AHP(5-5)
A1PHT08_DV1_OV3,ARRAY,,BA1PHT03,A1PHT08_DV1,TS COL(5-4)
A1PHT08_DV1_OV5,ARRAY,,BA1PHT03,A1PHT08_DV1,AHP(5-6)
A1PHT08_DV1_OV6,ARRAY,,BA1PHT03,A1PHT08_DV1,COOL(5-7)
A1PHT08_DV1_BF1,ARRAY,,BA1PHT03,A1PHT08_DV1,PSTAGE(5-8)
A1PHT08_DV1_BF2,ARRAY,,BA1PHT03,A1PHT08_DV1,PSTAGE(5-9)
A1PHT08_DV1_BF3,ARRAY,,BA1PHT03,A1PHT08_DV1,PSTAGE(5-10)
A1PHT08_DV1_BF4,ARRAY,,BA1PHT03,A1PHT08_DV1,PSTAGE(5-11)
A1PHT08_TL1,ARRAY,,BA1PHT03,A1PHT08,TL
A1PHT08_DV1_BF5,ARRAY,,BA1PHT03,A1PHT08_DV1,PSTAGE(5-12)
A1PHT08_DV1_BF6,ARRAY,,BA1PHT03,A1PHT08_DV1,PSTAGE(5-13)
A1PHT08_DV1_IN1,ARRAY,,BA1PHT03,A1PHT08_DV1,Inspection（5-14）
A1PHT08_TL1_TL1,ARRAY,,BA1PHT03,A1PHT08_TL1,TL
A1PHT10_LD1_PT1,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 1#
A1PHT10_LD1_PT2,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 2#
A1PHT10_LD1_PT3,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 3#
A1PHT10_LD1_PT4,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 4#
A1PHT10_LD1_PT5,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 5#
A1PHT10_LD1_PT6,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 6#
A1PHT10_LD1_PT7,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 7#
A1PHT10_LD1_PT8,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 8#
A1PHT10_LD1_PT9,ARRAY,,BA1PHT03,A1PHT10_LD1,Port 9#
A1PHT10_LD1_RT2,ARRAY,,BA1PHT03,A1PHT10_LD1,Robot 2#
A1PHT10_CL1_LA1,ARRAY,,BA1PHT03,A1PHT10_CL1,Glass Out
A1PHT10_CL1_UA1,ARRAY,,BA1PHT03,A1PHT10_CL1,Glass in（Li.SOR)
A1PHT10_CL1_OV1,ARRAY,,BA1PHT03,A1PHT10_CL1,AD(2-2)
A1PHT10_CL1_OV2,ARRAY,,BA1PHT03,A1PHT10_CL1,AHP(2-3)
A1PHT10_CL1_OV3,ARRAY,,BA1PHT03,A1PHT10_CL1,TS COL(2-4)
A1PHT10_CL1_OV4,ARRAY,,BA1PHT03,A1PHT10_CL1,AHP(2-5)
A1PHT10_CL1_OV5,ARRAY,,BA1PHT03,A1PHT10_CL1,AHP(2-6)
A1PHT10_CL1_OV6,ARRAY,,BA1PHT03,A1PHT10_CL1,TS COL(2-7)
A1PHT10_CL1_BF1,ARRAY,,BA1PHT03,A1PHT10_CL1,P STAGE(2-8)
A1PHT10_CL1_BF2,ARRAY,,BA1PHT03,A1PHT10_CL1,P STAGE(2-9)
A1PHT10_CL1_BF3,ARRAY,,BA1PHT03,A1PHT10_CL1,P STAGE(2-10)
A1PHT10_CL1_BF4,ARRAY,,BA1PHT03,A1PHT10_CL1,P STAGE(2-11)
A1PHT10_CL1_BF5,ARRAY,,BA1PHT03,A1PHT10_CL1,P STAGE(2-12)
A1PHT10_CL1_BF6,ARRAY,,BA1PHT03,A1PHT10_CL1,P STAGE(2-13)
A1PHT10_CL1_SH1,ARRAY,,BA1PHT03,A1PHT10_CL1,Shuttle(2-14)
A1PHT10_CT1_LA1,ARRAY,,BA1PHT03,A1PHT10_CT1,Glass out
A1PHT10_CT1_UA1,ARRAY,,BA1PHT03,A1PHT10_CT1,Glass in(SSDPER)
A1PHT10_CT1_OV1,ARRAY,,BA1PHT03,A1PHT10_CT1,AHP(3-2)
A1PHT10_CT1_OV2,ARRAY,,BA1PHT03,A1PHT10_CT1,AHP(3-3)
A1PHT10_CT1_OV3,ARRAY,,BA1PHT03,A1PHT10_CT1,TS COL(3-4)
A1PHT10_CT1_OV4,ARRAY,,BA1PHT03,A1PHT10_CT1,AHP(3-5)
A1PHT10_CT1_OV5,ARRAY,,BA1PHT03,A1PHT10_CT1,AHP(3-6)
A1PHT10_CT1_OV6,ARRAY,,BA1PHT03,A1PHT10_CT1,TS COL(3-7)
A1PHT10_CT1_BF1,ARRAY,,BA1PHT03,A1PHT10_CT1,PSTAGE(3-8)
A1PHT10_CT1_BF2,ARRAY,,BA1PHT03,A1PHT10_CT1,PSTAGE(3-9)
A1PHT10_CT1_BF3,ARRAY,,BA1PHT03,A1PHT10_CT1,PSTAGE(3-10)
A1PHT10_CT1_BF4,ARRAY,,BA1PHT03,A1PHT10_CT1,PSTAGE(3-11)
A1PHT10_BF1,ARRAY,,BA1PHT03,A1PHT10,Buffer
A1PHT10_BF1_LA1,ARRAY,,BA1PHT03,A1PHT10_BF1,Glass out(Turn)
A1PHT10_BF1_UA1,ARRAY,,BA1PHT03,A1PHT10_BF1,Glass in(Turn)
A1PHT10_BF1_EE1,ARRAY,,BA1PHT03,A1PHT10_BF1,EE
A1PHT10_BF1_EX1,ARRAY,,BA1PHT03,A1PHT10_BF1,Exposure
A1PHT10_DV1_LA1,ARRAY,,BA1PHT03,A1PHT10_DV1,Glass Out
A1PHT10_DV1_UA1,ARRAY,,BA1PHT03,A1PHT10_DV1,Glass in
A1PHT10_DV1_OV1,ARRAY,,BA1PHT03,A1PHT10_DV1,AHP(5-2)
A1PHT10_DV1_OV2,ARRAY,,BA1PHT03,A1PHT10_DV1,AHP(5-3)
A1PHT10_DV1_OV3,ARRAY,,BA1PHT03,A1PHT10_DV1,TS COL(5-4)
C1ODF03_VA3,CELL,,BC1ODF01,C1ODF03,"VAS#1,2"
C1ODF03_VA4,CELL,,BC1ODF01,C1ODF03,"VAS#1,2"
C1ODF03_LI2,CELL,,BC1ODF01,C1ODF03,LC_DSP
C1ODF03_LI3,CELL,,BC1ODF01,C1ODF03,LC_DSP
A1MSK10,ARRAY,,BA1PHT01,,Mask Stocker
A1MSK20,ARRAY,,BA1PHT01,,Mask Stocker
A1MSK30,ARRAY,,BA1PHT01,,Mask Stocker
A1MSK40,ARRAY,,BA1PHT01,,Mask Stocker
A1MSK50,ARRAY,,BA1PHT01,,Mask Stocker
A1MSK60,ARRAY,,BA1PHT01,,Mask Stocker
EAPAP3,ARRAY,GA1CIM01,BA1CIM01,,
EAPAP4,ARRAY,GA1CIM01,BA1CIM01,,
EAPAP5,ARRAY,GA1CIM01,BA1CIM01,,
CFMAP1,ARRAY,GA1CIM01,BA1CIM01,,
CFMAP2,ARRAY,GA1CIM01,BA1CIM01,,
MESDB1-HPUX,ARRAY,GA1CIM01,BA1CIM01,MESDB1,
MESDB1-ORACLE,ARRAY,GA1CIM01,BA1CIM01,MESDB1,
MESDB2-HPUX,ARRAY,GA1CIM01,BA1CIM01,MESDB2,
MESDB2-ORACLE,ARRAY,GA1CIM01,BA1CIM01,MESDB2,
MCSDB1-HPUX,ARRAY,GA1CIM01,BA1CIM01,MCSDB1,
MCSDB1-ORACLE,ARRAY,GA1CIM01,BA1CIM01,MCSDB1,
MCSDB2-HPUX,ARRAY,GA1CIM01,BA1CIM01,MCSDB2,
MCSDB2-ORACLE,ARRAY,GA1CIM01,BA1CIM01,MCSDB2,
EDBDB1-HPUX,ARRAY,GA1CIM01,BA1CIM01,EDBDB1,
EDBDB1-ORACLE,ARRAY,GA1CIM01,BA1CIM01,EDBDB1,
EAPAP2-Linux,ARRAY,GA1CIM01,BA1CIM01,EAPAP2,
EAPAP3-Linux,ARRAY,GA1CIM01,BA1CIM01,EAPAP3,
EAPAP4-Linux,ARRAY,GA1CIM01,BA1CIM01,EAPAP4,
EAPAP5-Linux,ARRAY,GA1CIM01,BA1CIM01,EAPAP5,
EDBDB2-HPUX,ARRAY,GA1CIM01,BA1CIM01,EDBDB2,
EDBDB2-ORACLE,ARRAY,GA1CIM01,BA1CIM01,EDBDB2,
EAPAP1-Linux,ARRAY,GA1CIM01,BA1CIM01,EAPAP1,
